Unnamed: 0,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
270,52.0,unemployed,married,high.school,unknown,yes,no,telephone,may,mon,151.0,1,999,0,nonexistent,no
271,47.0,management,divorced,university.degree,no,no,no,telephone,may,mon,89.0,2,999,0,nonexistent,no
272,49.0,housemaid,married,basic.9y,unknown,no,no,telephone,may,mon,152.0,1,999,0,nonexistent,no
273,32.0,admin.,single,high.school,no,no,no,telephone,may,mon,611.0,2,999,0,nonexistent,no
274,49.0,housemaid,single,high.school,unknown,yes,yes,telephone,may,mon,110.0,2,999,0,nonexistent,no
275,50.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,463.0,1,999,0,nonexistent,no
276,34.0,services,married,high.school,no,no,no,telephone,may,mon,962.0,1,999,0,nonexistent,no
277,55.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,102.0,2,999,0,nonexistent,no
278,47.0,technician,single,basic.9y,no,no,no,telephone,may,mon,10.0,4,999,0,nonexistent,no
279,51.0,retired,married,professional.course,no,no,no,telephone,may,mon,118.0,3,999,0,nonexistent,no
280,47.0,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,92.0,2,999,0,nonexistent,no
281,56.0,technician,married,basic.4y,no,yes,no,telephone,may,mon,143.0,3,999,0,nonexistent,no
282,53.0,admin.,married,basic.9y,no,no,no,telephone,may,mon,189.0,3,999,0,nonexistent,no
283,36.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,75.0,2,999,0,nonexistent,no
284,42.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,mon,189.0,2,999,0,nonexistent,no
285,44.0,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,55.0,2,999,0,nonexistent,no
286,39.0,housemaid,married,basic.9y,no,yes,no,telephone,may,mon,935.0,3,999,0,nonexistent,yes
287,37.0,admin.,single,high.school,no,yes,yes,telephone,may,mon,56.0,2,999,0,nonexistent,no
288,60.0,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,5.0,2,999,0,nonexistent,no
289,36.0,,married,high.school,no,no,no,telephone,may,mon,225.0,2,999,0,nonexistent,no
290,42.0,management,divorced,university.degree,no,yes,no,telephone,may,mon,125.0,2,999,0,nonexistent,no
291,31.0,admin.,married,high.school,no,yes,yes,telephone,may,mon,286.0,2,999,0,nonexistent,no
292,53.0,technician,divorced,professional.course,unknown,no,yes,telephone,may,mon,206.0,2,999,0,nonexistent,no
293,45.0,,married,basic.4y,no,yes,no,telephone,may,mon,164.0,2,999,0,nonexistent,no
294,37.0,technician,single,professional.course,no,yes,no,telephone,may,mon,98.0,2,999,0,nonexistent,no
295,47.0,self-employed,married,professional.course,no,no,no,telephone,may,mon,446.0,2,999,0,nonexistent,no
296,49.0,blue-collar,divorced,high.school,no,no,yes,telephone,may,mon,742.0,2,999,0,nonexistent,no
297,36.0,admin.,married,university.degree,no,yes,no,telephone,may,mon,120.0,2,999,0,nonexistent,no
298,35.0,services,divorced,high.school,no,no,no,telephone,may,mon,122.0,3,999,0,nonexistent,no
299,38.0,unknown,married,,unknown,no,no,telephone,may,mon,362.0,4,999,0,nonexistent,no
300,38.0,services,single,high.school,unknown,no,no,telephone,may,mon,357.0,2,999,0,nonexistent,no
301,50.0,blue-collar,divorced,high.school,unknown,no,yes,telephone,may,mon,200.0,2,999,0,nonexistent,no
302,59.0,retired,married,professional.course,unknown,no,no,telephone,may,mon,107.0,2,999,0,nonexistent,no
303,43.0,unknown,married,unknown,no,yes,no,telephone,may,mon,267.0,2,999,0,nonexistent,no
304,42.0,admin.,married,high.school,no,yes,no,telephone,may,mon,248.0,2,999,0,nonexistent,no
305,40.0,admin.,married,basic.6y,unknown,yes,no,telephone,may,mon,215.0,2,999,0,nonexistent,no
306,46.0,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,209.0,2,999,0,nonexistent,no
307,57.0,housemaid,divorced,basic.4y,no,yes,yes,telephone,may,mon,205.0,2,999,0,nonexistent,no
308,42.0,admin.,married,university.degree,no,yes,no,telephone,may,mon,261.0,3,999,0,nonexistent,no
309,41.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,83.0,2,999,0,nonexistent,no
310,54.0,,divorced,university.degree,no,yes,no,telephone,may,mon,106.0,3,999,0,nonexistent,no
311,27.0,admin.,single,university.degree,no,no,no,telephone,may,mon,106.0,2,999,0,nonexistent,no
312,36.0,admin.,married,high.school,no,no,no,telephone,may,mon,108.0,2,999,0,nonexistent,no
313,58.0,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,214.0,2,999,0,nonexistent,no
314,40.0,management,married,university.degree,unknown,yes,no,telephone,may,mon,358.0,2,999,0,nonexistent,no
315,34.0,,single,basic.9y,unknown,no,no,telephone,may,mon,453.0,2,999,0,nonexistent,no
316,33.0,admin.,divorced,high.school,no,no,no,telephone,may,mon,364.0,2,999,0,nonexistent,no
317,56.0,retired,married,basic.6y,no,no,no,telephone,may,mon,136.0,2,999,0,nonexistent,no
318,42.0,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,173.0,2,999,0,nonexistent,no
319,43.0,services,married,high.school,no,yes,no,telephone,may,mon,241.0,2,999,0,nonexistent,no
320,54.0,management,single,basic.9y,no,yes,no,telephone,may,mon,224.0,3,999,0,nonexistent,no
321,53.0,admin.,single,basic.6y,no,yes,yes,telephone,may,mon,148.0,2,999,0,nonexistent,no
322,42.0,technician,single,unknown,no,no,no,telephone,may,mon,230.0,2,999,0,nonexistent,no
323,40.0,services,married,basic.6y,unknown,no,no,telephone,may,mon,199.0,3,999,0,nonexistent,no
324,54.0,technician,married,professional.course,no,yes,yes,telephone,may,mon,196.0,2,999,0,nonexistent,no
325,40.0,housemaid,single,professional.course,no,no,no,telephone,may,mon,111.0,4,999,0,nonexistent,no
326,26.0,admin.,single,university.degree,no,yes,no,telephone,may,mon,231.0,3,999,0,nonexistent,no
327,33.0,admin.,married,high.school,no,no,no,telephone,may,mon,316.0,3,999,0,nonexistent,no
328,35.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,240.0,2,999,0,nonexistent,no
329,36.0,admin.,married,high.school,no,no,no,telephone,may,mon,669.0,3,999,0,nonexistent,no
330,29.0,services,single,high.school,no,yes,no,telephone,may,mon,425.0,2,999,0,nonexistent,no
331,36.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,121.0,2,999,0,nonexistent,no
332,35.0,management,married,high.school,no,yes,no,telephone,may,mon,174.0,5,999,0,nonexistent,no
333,50.0,self-employed,single,university.degree,no,no,yes,telephone,may,mon,88.0,5,999,0,nonexistent,no
334,46.0,services,married,high.school,unknown,yes,no,telephone,may,mon,313.0,3,999,0,nonexistent,no
335,49.0,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,135.0,4,999,0,nonexistent,no
336,42.0,technician,single,professional.course,unknown,yes,no,telephone,may,mon,152.0,2,999,0,nonexistent,no
337,36.0,blue-collar,single,high.school,no,yes,yes,telephone,may,mon,402.0,3,999,0,nonexistent,no
338,55.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,221.0,2,999,0,nonexistent,no
339,41.0,management,married,university.degree,unknown,no,no,telephone,may,mon,213.0,2,999,0,nonexistent,no
340,57.0,management,married,professional.course,unknown,yes,no,telephone,may,mon,144.0,3,999,0,nonexistent,no
341,32.0,services,single,high.school,no,yes,no,telephone,may,mon,158.0,3,999,0,nonexistent,no
342,49.0,admin.,married,basic.9y,no,no,no,telephone,may,mon,220.0,3,999,0,nonexistent,no
343,57.0,unknown,married,unknown,unknown,yes,no,telephone,may,mon,325.0,2,999,0,nonexistent,no
344,58.0,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,mon,254.0,2,999,0,nonexistent,no
345,52.0,technician,married,high.school,no,yes,no,telephone,may,mon,503.0,2,999,0,nonexistent,no
346,50.0,services,divorced,professional.course,no,no,no,telephone,may,mon,680.0,2,999,0,nonexistent,no
347,41.0,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,421.0,4,999,0,nonexistent,no
348,33.0,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,130.0,3,999,0,nonexistent,no
349,57.0,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,164.0,2,999,0,nonexistent,no
350,48.0,blue-collar,married,basic.6y,unknown,no,no,telephone,may,mon,174.0,3,999,0,nonexistent,no
351,55.0,technician,married,professional.course,no,no,no,telephone,may,mon,113.0,2,999,0,nonexistent,no
352,38.0,management,married,university.degree,no,no,no,telephone,may,mon,195.0,2,999,0,nonexistent,no
353,38.0,services,married,high.school,no,yes,no,telephone,may,mon,347.0,3,999,0,nonexistent,no
354,53.0,admin.,married,university.degree,no,yes,no,telephone,may,mon,208.0,2,999,0,nonexistent,no
355,43.0,unemployed,single,university.degree,no,no,no,telephone,may,mon,404.0,4,999,0,nonexistent,no
356,36.0,blue-collar,single,high.school,no,no,no,telephone,may,mon,396.0,2,999,0,nonexistent,no
357,32.0,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,98.0,2,999,0,nonexistent,no
358,33.0,services,married,basic.4y,no,no,no,telephone,may,mon,229.0,3,999,0,nonexistent,no
359,58.0,entrepreneur,married,basic.4y,no,yes,no,telephone,may,mon,350.0,2,999,0,nonexistent,no
360,40.0,unemployed,divorced,high.school,unknown,no,no,telephone,may,tue,88.0,3,999,0,nonexistent,no
361,57.0,management,married,university.degree,no,yes,no,telephone,may,tue,379.0,2,999,0,nonexistent,no
362,45.0,technician,married,high.school,no,yes,no,telephone,may,tue,168.0,3,999,0,nonexistent,no
363,42.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,190.0,3,999,0,nonexistent,no
364,46.0,admin.,married,university.degree,no,yes,no,telephone,may,tue,158.0,1,999,0,nonexistent,no
365,36.0,technician,married,university.degree,no,no,no,telephone,may,tue,210.0,1,999,0,nonexistent,no
366,41.0,self-employed,married,high.school,no,yes,no,telephone,may,tue,102.0,1,999,0,nonexistent,no
367,57.0,admin.,divorced,basic.9y,no,no,no,telephone,may,tue,306.0,1,999,0,nonexistent,no
368,49.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,64.0,1,999,0,nonexistent,no
369,56.0,management,divorced,high.school,no,no,no,telephone,may,tue,218.0,1,999,0,nonexistent,no
370,37.0,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,77.0,1,999,0,nonexistent,no
371,37.0,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,54.0,1,999,0,nonexistent,no
372,46.0,admin.,single,high.school,no,yes,no,telephone,may,tue,344.0,1,999,0,nonexistent,no
373,22.0,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,195.0,1,999,0,nonexistent,no
374,43.0,services,married,high.school,no,no,no,telephone,may,tue,202.0,1,999,0,nonexistent,no
375,49.0,blue-collar,married,unknown,no,no,no,telephone,may,tue,286.0,1,999,0,nonexistent,no
376,41.0,technician,married,basic.6y,no,yes,no,telephone,may,tue,278.0,1,999,0,nonexistent,no
377,38.0,admin.,single,university.degree,no,no,no,telephone,may,tue,189.0,1,999,0,nonexistent,no
378,33.0,admin.,married,basic.9y,no,no,no,telephone,may,tue,83.0,1,999,0,nonexistent,no
379,49.0,admin.,married,university.degree,no,yes,yes,telephone,may,tue,18.0,1,999,0,nonexistent,no
380,30.0,blue-collar,single,unknown,no,no,no,telephone,may,tue,184.0,2,999,0,nonexistent,no
381,33.0,admin.,married,basic.9y,no,yes,no,telephone,may,tue,235.0,1,999,0,nonexistent,no
382,34.0,management,single,university.degree,no,no,no,telephone,may,tue,290.0,1,999,0,nonexistent,no
383,30.0,student,single,unknown,unknown,no,no,telephone,may,tue,133.0,1,999,0,nonexistent,no
384,59.0,management,married,basic.4y,unknown,yes,yes,telephone,may,tue,318.0,1,999,0,nonexistent,no
385,59.0,management,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,437.0,1,999,0,nonexistent,no
386,41.0,self-employed,married,university.degree,no,no,no,telephone,may,tue,402.0,1,999,0,nonexistent,no
387,48.0,housemaid,married,basic.6y,unknown,yes,yes,telephone,may,tue,501.0,4,999,0,nonexistent,no
388,28.0,unknown,single,unknown,unknown,yes,yes,telephone,may,tue,1201.0,1,999,0,nonexistent,yes
389,44.0,services,married,,no,yes,no,telephone,may,tue,1030.0,1,999,0,nonexistent,yes
390,59.0,retired,unknown,university.degree,unknown,no,no,telephone,may,tue,253.0,1,999,0,nonexistent,no
391,50.0,management,married,high.school,unknown,no,no,telephone,may,tue,149.0,1,999,0,nonexistent,no
392,35.0,admin.,married,university.degree,no,no,no,telephone,may,tue,144.0,1,999,0,nonexistent,no
393,42.0,admin.,married,high.school,no,no,no,telephone,may,tue,69.0,1,999,0,nonexistent,no
394,45.0,admin.,married,basic.9y,no,no,no,telephone,may,tue,243.0,1,999,0,nonexistent,no
395,36.0,technician,married,professional.course,no,no,no,telephone,may,tue,769.0,2,999,0,nonexistent,no
396,56.0,services,married,high.school,unknown,no,no,telephone,may,tue,135.0,3,999,0,nonexistent,no
397,29.0,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,231.0,1,999,0,nonexistent,no
398,41.0,self-employed,married,university.degree,no,yes,yes,telephone,may,tue,442.0,2,999,0,nonexistent,no
399,42.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,199.0,1,999,0,nonexistent,no
400,52.0,services,single,high.school,no,no,no,telephone,may,tue,455.0,1,999,0,nonexistent,no
401,48.0,services,married,high.school,unknown,unknown,unknown,telephone,may,tue,152.0,1,999,0,nonexistent,no
402,31.0,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,124.0,1,999,0,nonexistent,no
403,43.0,unemployed,married,university.degree,unknown,yes,no,telephone,may,tue,424.0,1,999,0,nonexistent,no
404,36.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,43.0,1,999,0,nonexistent,no
405,42.0,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,154.0,1,999,0,nonexistent,no
406,52.0,services,divorced,basic.6y,no,no,no,telephone,may,tue,393.0,1,999,0,nonexistent,no
407,39.0,admin.,married,high.school,no,yes,no,telephone,may,tue,203.0,2,999,0,nonexistent,no
408,36.0,services,married,high.school,no,no,yes,telephone,may,tue,140.0,2,999,0,nonexistent,no
409,42.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,326.0,1,999,0,nonexistent,no
410,41.0,admin.,married,high.school,no,no,no,telephone,may,tue,483.0,1,999,0,nonexistent,no
411,55.0,technician,married,basic.4y,no,no,yes,telephone,may,tue,,1,999,0,nonexistent,no
412,30.0,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,227.0,1,999,0,nonexistent,no
413,57.0,retired,unknown,basic.4y,no,no,no,telephone,may,tue,673.0,1,999,0,nonexistent,no
414,45.0,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,tue,576.0,1,999,0,nonexistent,no
415,51.0,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,180.0,2,999,0,nonexistent,no
416,39.0,self-employed,single,basic.9y,unknown,yes,yes,telephone,may,tue,90.0,1,999,0,nonexistent,no
417,47.0,admin.,married,high.school,unknown,no,no,telephone,may,tue,505.0,1,999,0,nonexistent,no
418,27.0,,married,high.school,no,yes,no,telephone,may,tue,245.0,1,999,0,nonexistent,no
419,34.0,technician,single,university.degree,no,yes,no,telephone,may,tue,186.0,1,999,0,nonexistent,no
420,57.0,,married,basic.4y,unknown,yes,no,telephone,may,tue,208.0,1,999,0,nonexistent,no
421,43.0,entrepreneur,married,basic.4y,no,no,no,telephone,may,tue,623.0,1,999,0,nonexistent,no
422,49.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,180.0,1,999,0,nonexistent,no
423,39.0,management,married,university.degree,unknown,no,no,telephone,may,tue,496.0,3,999,0,nonexistent,no
424,38.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,118.0,1,999,0,nonexistent,no
425,49.0,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,102.0,2,999,0,nonexistent,no
426,58.0,,married,basic.6y,no,no,no,telephone,may,tue,342.0,1,999,0,nonexistent,no
427,43.0,technician,married,professional.course,no,yes,no,telephone,may,tue,225.0,1,999,0,nonexistent,no
428,50.0,,married,unknown,unknown,yes,no,telephone,may,tue,185.0,3,999,0,nonexistent,no
429,31.0,services,married,high.school,unknown,no,no,telephone,may,tue,276.0,1,999,0,nonexistent,no
430,43.0,self-employed,divorced,university.degree,no,no,no,telephone,may,tue,87.0,1,999,0,nonexistent,no
431,43.0,self-employed,married,basic.9y,unknown,no,no,telephone,may,tue,744.0,1,999,0,nonexistent,no
432,30.0,self-employed,single,,no,yes,no,telephone,may,tue,262.0,1,999,0,nonexistent,no
433,27.0,services,single,professional.course,no,yes,yes,telephone,may,tue,271.0,1,999,0,nonexistent,no
434,51.0,services,married,unknown,unknown,no,no,telephone,may,tue,141.0,1,999,0,nonexistent,no
435,37.0,technician,married,professional.course,no,yes,no,telephone,may,tue,198.0,2,999,0,nonexistent,no
436,46.0,housemaid,married,basic.9y,no,yes,no,telephone,may,tue,150.0,1,999,0,nonexistent,no
437,35.0,blue-collar,married,professional.course,no,no,no,telephone,may,tue,241.0,1,999,0,nonexistent,no
438,,admin.,divorced,university.degree,no,no,no,telephone,may,tue,196.0,1,999,0,nonexistent,no
439,46.0,management,married,unknown,no,yes,no,telephone,may,tue,149.0,1,999,0,nonexistent,no
440,40.0,technician,married,professional.course,unknown,no,yes,telephone,may,tue,264.0,1,999,0,nonexistent,no
441,26.0,housemaid,married,university.degree,no,no,no,telephone,may,tue,246.0,1,999,0,nonexistent,no
442,32.0,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,tue,309.0,2,999,0,nonexistent,no
443,45.0,management,married,university.degree,no,yes,no,telephone,may,tue,140.0,1,999,0,nonexistent,no
444,34.0,admin.,married,basic.9y,no,no,no,telephone,may,tue,175.0,1,999,0,nonexistent,no
445,47.0,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,136.0,1,999,0,nonexistent,no
446,42.0,technician,married,professional.course,no,no,no,telephone,may,tue,1623.0,1,999,0,nonexistent,yes
447,57.0,technician,married,basic.4y,unknown,no,yes,telephone,may,tue,50.0,1,999,0,nonexistent,no
448,57.0,technician,married,basic.4y,unknown,no,no,telephone,may,tue,101.0,1,999,0,nonexistent,no
449,38.0,blue-collar,married,basic.4y,no,no,yes,telephone,may,tue,144.0,1,999,0,nonexistent,no
450,57.0,technician,married,basic.4y,unknown,no,no,telephone,may,tue,238.0,1,999,0,nonexistent,no
451,28.0,student,single,basic.9y,unknown,yes,no,telephone,may,tue,354.0,1,999,0,nonexistent,no
452,60.0,management,married,university.degree,no,no,no,telephone,may,tue,451.0,2,999,0,nonexistent,no
453,48.0,admin.,married,university.degree,no,yes,no,telephone,may,tue,159.0,1,999,0,nonexistent,no
454,47.0,technician,married,professional.course,no,yes,no,telephone,may,tue,170.0,1,999,0,nonexistent,no
455,40.0,admin.,married,high.school,no,no,no,telephone,may,tue,243.0,1,999,0,nonexistent,no
456,51.0,management,married,professional.course,unknown,yes,no,telephone,may,tue,141.0,2,999,0,nonexistent,no
457,48.0,unemployed,single,,no,yes,no,telephone,may,tue,112.0,1,999,0,nonexistent,no
458,54.0,housemaid,married,basic.4y,no,no,no,telephone,may,tue,262.0,2,999,0,nonexistent,no
459,40.0,,married,basic.6y,no,no,yes,telephone,may,tue,53.0,1,999,0,nonexistent,no
460,44.0,admin.,single,basic.9y,unknown,no,no,telephone,may,tue,134.0,1,999,0,nonexistent,no
461,42.0,technician,divorced,high.school,no,no,no,telephone,may,tue,204.0,4,999,0,nonexistent,no
462,52.0,self-employed,married,university.degree,no,yes,no,telephone,may,tue,678.0,1,999,0,nonexistent,no
463,31.0,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,182.0,1,999,0,nonexistent,no
